x,y,label
6324.198473282443,5080.679389312977,fibroblast of cardiac tissue
5851.505263157895,2821.0421052631577,native cell
5668.216560509554,7810.6942675159235,fibroblast of cardiac tissue
8522.006097560976,6933.256097560976,fibroblast of cardiac tissue
6072.840579710145,7746.014492753623,fibroblast of cardiac tissue
6007.610169491525,1708.3898305084747,fibroblast of cardiac tissue
3367.1237113402062,5853.438144329897,fibroblast of cardiac tissue
1834.0294117647056,2946.301470588235,cardiac muscle myoblast
3763.046703296703,6655.5,cardiac muscle myoblast
4767.81875,7674.86875,fibroblast of cardiac tissue
1283.6864406779662,6195.347457627118,fibroblast of cardiac tissue
2733.396226415094,4582.518867924528,fibroblast of cardiac tissue
2360.6638655462184,6311.672268907563,fibroblast of cardiac tissue
2154.556886227545,2566.311377245509,fibroblast of cardiac tissue
2547.663551401869,6990.448598130841,cardiac endothelial cell
2994.2645161290325,6895.083870967742,cardiac muscle myoblast
8149.364341085271,7941.124031007752,fibroblast of cardiac tissue
2070.340807174888,3482.457399103139,fibroblast of cardiac tissue
4486.720744680851,5415.311170212766,smooth muscle myoblast
4864.579545454545,5762.609848484848,fibroblast of cardiac tissue
5271.579439252337,2395.3691588785045,fibroblast of cardiac tissue
6507.442708333333,2719.234375,cardiac muscle myoblast
2760.491712707182,5218.828729281768,cardiac muscle myoblast
6560.519480519481,7296.071428571428,fibroblast of cardiac tissue
7834.406593406594,6303.461538461538,fibroblast of cardiac tissue
8588.472222222223,4053.131944444444,immature innate lymphoid cell
1761.4788732394366,5783.169014084507,fibroblast of cardiac tissue
1441.7196261682243,3473.373831775701,fibroblast of cardiac tissue
5030.4672131147545,5046.155737704919,immature innate lymphoid cell
3837.921787709497,8151.620111731843,fibroblast of cardiac tissue
5800.619883040936,8345.239766081871,fibroblast of cardiac tissue
3787.829411764706,8078.752941176471,fibroblast of cardiac tissue
8229.045714285714,3294.3714285714286,immature innate lymphoid cell
2915.098484848485,7991.075757575758,cardiac endothelial cell
3277.8548387096776,6167.145161290323,fibroblast of cardiac tissue
6623.791304347826,2813.7739130434784,fibroblast of cardiac tissue
4704.804979253112,3760.302904564315,fibroblast of cardiac tissue
2828.8064516129034,4767.193548387097,fibroblast of cardiac tissue
3379.6619718309857,4961.077464788732,fibroblast of cardiac tissue
6539.711111111111,4978.611111111111,fibroblast of cardiac tissue
8351.025252525253,5925.328282828283,fibroblast of cardiac tissue
6841.733606557377,5387.077868852459,fibroblast of cardiac tissue
6792.328358208955,3145.6666666666665,fibroblast of cardiac tissue
3161.32,6846.416,fibroblast of cardiac tissue
1930.6850393700788,5606.188976377953,fibroblast of cardiac tissue
5540.019047619047,5005.72380952381,fibroblast of cardiac tissue
1603.9818181818182,3561.9727272727278,fibroblast of cardiac tissue
7940.543859649123,2411.3976608187136,cardiac endothelial cell
3738.3541666666665,1722.8541666666667,fibroblast of cardiac tissue
2033.546052631579,2740.782894736842,fibroblast of cardiac tissue
3873.4651162790697,5548.248062015504,fibroblast of cardiac tissue
6755.456852791878,1659.3299492385786,fibroblast of cardiac tissue
4436.108108108108,3136.846846846847,fibroblast of cardiac tissue
3031.5175438596493,3434.657894736842,fibroblast of cardiac tissue
3999.7699115044247,2992.212389380531,fibroblast of cardiac tissue
5440.062827225131,3139.6832460732985,cardiac muscle myoblast
1687.9724137931034,3701.441379310345,fibroblast of cardiac tissue
6006.793548387097,5013.703225806452,fibroblast of cardiac tissue
1454.121739130435,3769.3391304347824,fibroblast of cardiac tissue
7126.615384615385,6280.6858974358975,fibroblast of cardiac tissue
3668.198198198198,5121.9009009009005,fibroblast of cardiac tissue
2921.84375,5629.96875,fibroblast of cardiac tissue
7619.526595744681,4995.45744680851,pericyte
1538.0344827586207,3236.103448275862,fibroblast of cardiac tissue
7369.628712871287,6226.420792079208,fibroblast of cardiac tissue
5189.622047244095,6615.716535433071,fibroblast of cardiac tissue
2341.2179487179487,6695.666666666667,native cell
2384.6846153846154,3330.623076923077,cardiac muscle myoblast
7942.347368421053,7929.694736842105,fibroblast of cardiac tissue
6233.882926829268,2778.6487804878047,fibroblast of cardiac tissue
3615.7176470588233,2755.4117647058824,cardiac endothelial cell
5655.542857142857,1739.1314285714286,cardiac endothelial cell
4607.1925925925925,2673.259259259259,fibroblast of cardiac tissue
3588.116279069768,3421.9767441860463,cardiac muscle myoblast
2788.1111111111118,2137.6984126984125,cardiac endothelial cell
3257.4102564102564,3745.523076923077,fibroblast of cardiac tissue
2017.755364806867,7716.454935622318,cardiac muscle myoblast
7792.190476190476,7427.578231292517,fibroblast of cardiac tissue
2263.829268292683,3275.8841463414637,cardiac muscle myoblast
3566.373015873016,6688.873015873016,cardiac endothelial cell
2725.333333333333,2563.18115942029,fibroblast of cardiac tissue
8254.874439461883,2458.2825112107626,cardiac muscle myoblast
5465.25786163522,3911.798742138365,fibroblast of cardiac tissue
4344.842975206611,2150.063360881543,cardiac muscle myoblast
8184.207317073171,7445.951219512195,immature innate lymphoid cell
7268.181069958848,1467.5925925925926,fibroblast of cardiac tissue
7033.110981308411,2518.556074766356,cardiac muscle myoblast
3313.369337979094,8380.393728222996,cardiac muscle myoblast
7834.224489795918,4163.94693877551,fibroblast of cardiac tissue
2653.842222222222,3149.14,cardiac muscle myoblast
3340.165354330709,5450.716535433071,fibroblast of cardiac tissue
8397.146666666667,6413.766666666666,fibroblast of cardiac tissue
5711.121527777777,4452.861111111111,fibroblast of cardiac tissue
3385.805031446541,5412.867924528302,fibroblast of cardiac tissue
4197.693548387097,1577.125,fibroblast of cardiac tissue
5358.119565217391,6151.353260869565,fibroblast of cardiac tissue
4323.675824175824,4614.89010989011,fibroblast of cardiac tissue
6709.822222222222,4077.837037037037,fibroblast of cardiac tissue
7190.986842105263,4308.298245614035,cardiac muscle myoblast
3448.734513274336,1162.5486725663716,cardiac muscle myoblast
4478.4540816326535,3978.607142857143,fibroblast of cardiac tissue
7839.75625,7642.15,fibroblast of cardiac tissue
1826.1183431952663,4267.384615384615,native cell
2749.284,7887.484,cardiac muscle myoblast
3272.738562091504,1689.4575163398692,cardiac endothelial cell
1446.7720588235295,5990.492647058823,fibroblast of cardiac tissue
3347.25,5970.709677419355,fibroblast of cardiac tissue
6076.5,1886.0873015873017,cardiac muscle myoblast
8278.093220338984,6203.983050847458,immature innate lymphoid cell
5353.444685466377,1637.0889370932755,cardiac muscle myoblast
7401.349693251534,7444.883435582822,fibroblast of cardiac tissue
7564.0,6802.761467889908,fibroblast of cardiac tissue
2734.1847826086955,2799.608695652174,immature innate lymphoid cell
7773.182291666667,6737.052083333333,fibroblast of cardiac tissue
6223.926666666666,4548.046666666667,fibroblast of cardiac tissue
5962.973821989529,2145.1413612565443,fibroblast of cardiac tissue
7007.73381294964,1898.7410071942445,fibroblast of cardiac tissue
8138.437209302326,4045.3953488372094,fibroblast of cardiac tissue
7744.40243902439,5481.90650406504,cardiac muscle myoblast
3859.5981308411215,6472.046728971963,fibroblast of cardiac tissue
5143.060686015831,3871.039577836412,fibroblast of cardiac tissue
8588.636363636364,4449.518939393939,cardiac muscle myoblast
2661.496240601504,6593.984962406015,fibroblast of cardiac tissue
7110.258333333333,7709.808333333333,fibroblast of cardiac tissue
3143.0751879699246,3268.721804511278,fibroblast of cardiac tissue
5453.723684210527,7678.519736842105,fibroblast of cardiac tissue
2871.035971223021,2751.4028776978416,cardiac endothelial cell
1152.0367647058824,3707.5882352941176,fibroblast of cardiac tissue
4042.790322580645,8260.532258064517,cardiac muscle myoblast
5373.771276595745,2818.4521276595747,cardiac endothelial cell
5856.335227272727,6117.159090909091,fibroblast of cardiac tissue
3237.7913669064747,2271.575539568345,fibroblast of cardiac tissue
1970.4766355140189,6089.448598130841,fibroblast of cardiac tissue
3109.823529411765,5246.563025210084,fibroblast of cardiac tissue
4138.84406779661,4275.020338983051,fibroblast of cardiac tissue
2291.828877005348,7399.427807486631,cardiac endothelial cell
3002.8125,2298.428571428572,fibroblast of cardiac tissue
852.310606060606,4925.848484848485,fibroblast of cardiac tissue
2821.385135135135,7061.277027027027,fibroblast of cardiac tissue
3381.5806451612902,5219.083870967742,fibroblast of cardiac tissue
7628.279220779221,2334.090909090909,fibroblast of cardiac tissue
1092.090909090909,5900.718181818182,cardiac endothelial cell
4174.916256157636,1114.704433497537,fibroblast of cardiac tissue
8141.80701754386,4587.61403508772,fibroblast of cardiac tissue
7233.54375,1461.83125,fibroblast of cardiac tissue
7493.9495412844035,2707.3073394495414,fibroblast of cardiac tissue
1925.1906873614191,7614.219512195122,cardiac muscle myoblast
4427.367132867133,2965.590909090909,fibroblast of cardiac tissue
5717.745098039216,1540.362745098039,cardiac endothelial cell
8511.176056338029,4954.633802816901,fibroblast of cardiac tissue
4331.936263736264,5922.518681318681,fibroblast of cardiac tissue
5424.374545454545,2159.909090909091,fibroblast of cardiac tissue
6921.28,2684.66,cardiac endothelial cell
7103.824074074074,7858.935185185185,fibroblast of cardiac tissue
968.5980392156864,6429.786764705882,fibroblast of cardiac tissue
8516.685714285713,8029.4685714285715,immature innate lymphoid cell
5931.113744075829,5730.9336492891,fibroblast of cardiac tissue
7098.791139240507,3013.5696202531644,fibroblast of cardiac tissue
2531.529411764706,6361.921568627451,cardiac endothelial cell
8408.981651376147,7177.678899082569,fibroblast of cardiac tissue
2708.1925925925925,6166.2962962962965,fibroblast of cardiac tissue
1772.1838235294117,3509.9411764705883,fibroblast of cardiac tissue
3123.036269430052,6556.222797927461,fibroblast of cardiac tissue
1848.7167630057804,7792.612716763006,cardiac muscle myoblast
4040.104347826087,7437.947826086956,cardiac endothelial cell
4559.637254901961,5768.161764705882,cardiac muscle myoblast
7102.833333333333,2140.0530303030305,immature innate lymphoid cell
4027.8693693693695,6088.418918918919,fibroblast of cardiac tissue
8477.451754385966,4710.074561403509,cardiac endothelial cell
3170.05625,6529.48125,fibroblast of cardiac tissue
5932.222857142857,5145.988571428571,fibroblast of cardiac tissue
8023.492857142857,6843.964285714285,fibroblast of cardiac tissue
5719.58407079646,1520.5575221238937,cardiac endothelial cell
7475.654205607477,3962.2523364485983,fibroblast of cardiac tissue
4464.871186440678,1463.342372881356,cardiac muscle myoblast
6156.007874015748,2043.889763779528,fibroblast of cardiac tissue
4924.984536082474,4578.577319587629,smooth muscle myoblast
7856.33628318584,6938.371681415929,fibroblast of cardiac tissue
7898.316546762589,5442.1654676259,fibroblast of cardiac tissue
5857.719827586207,5358.418103448276,fibroblast of cardiac tissue
4112.538461538462,5363.820512820513,fibroblast of cardiac tissue
2395.477064220184,7806.715596330275,cardiac muscle myoblast
6234.252336448598,3061.9859813084117,fibroblast of cardiac tissue
3901.291044776119,6026.813432835821,fibroblast of cardiac tissue
5706.298701298701,1642.051948051948,fibroblast of cardiac tissue
6313.686131386861,6296.751824817518,fibroblast of cardiac tissue
1850.6513513513517,6590.808108108108,cardiac muscle myoblast
5445.733333333334,2315.552380952381,fibroblast of cardiac tissue
7150.754863813229,2861.7898832684823,fibroblast of cardiac tissue
3113.3676470588234,2626.7132352941176,fibroblast of cardiac tissue
2765.527397260274,4971.328767123287,fibroblast of cardiac tissue
5066.377358490566,1115.754716981132,cardiac endothelial cell
5720.758064516129,7839.344086021505,fibroblast of cardiac tissue
5646.901639344263,1755.188524590164,fibroblast of cardiac tissue
7576.343949044586,2969.394904458599,cardiac endothelial cell
4930.420689655172,3707.9241379310342,fibroblast of cardiac tissue
7282.247126436781,2767.0919540229884,cardiac muscle myoblast
4607.633587786259,7449.839694656489,fibroblast of cardiac tissue
1288.1812080536913,5069.5100671140935,fibroblast of cardiac tissue
4860.9807692307695,5905.538461538462,fibroblast of cardiac tissue
3621.26352530541,3350.202443280977,fibroblast of cardiac tissue
2413.9857142857145,5481.676190476191,cardiac muscle myoblast
1858.843373493976,5444.246987951808,fibroblast of cardiac tissue
1113.4583333333333,5866.783333333334,cardiac endothelial cell
6220.15923566879,4854.31847133758,fibroblast of cardiac tissue
4716.969465648855,3936.610687022901,fibroblast of cardiac tissue
5983.956097560976,2716.531707317073,cardiac endothelial cell
7453.026119402985,3035.723880597015,fibroblast of cardiac tissue
1724.0,3537.656862745098,fibroblast of cardiac tissue
4244.892430278885,1730.394422310757,cardiac muscle myoblast
7733.28,6711.656,fibroblast of cardiac tissue
2498.1954887218044,2392.278195488722,cardiac muscle myoblast
3718.362068965517,4896.724137931034,fibroblast of cardiac tissue
3376.6598639455783,6700.622448979592,fibroblast of cardiac tissue
868.6752577319587,6335.31443298969,fibroblast of cardiac tissue
7876.266666666666,2747.833333333333,fibroblast of cardiac tissue
1350.7364341085272,3420.3410852713178,cardiac endothelial cell
3316.1554054054054,6130.945945945946,fibroblast of cardiac tissue
3328.2413793103447,4333.402298850575,fibroblast of cardiac tissue
3651.9662447257374,2063.215189873418,cardiac endothelial cell
3638.4060606060607,3914.6242424242414,fibroblast of cardiac tissue
7755.953846153846,7303.652307692308,smooth muscle myoblast
3027.186813186813,6171.9010989010985,cardiac muscle myoblast
5627.512605042017,4930.268907563025,fibroblast of cardiac tissue
3010.6666666666665,7832.3450292397665,neuronal receptor cell
6549.96551724138,3556.0560344827586,fibroblast of cardiac tissue
7118.53781512605,8293.75630252101,fibroblast of cardiac tissue
7826.267045454545,5404.534090909091,immature innate lymphoid cell
4230.7,3811.548387096774,cardiac muscle myoblast
4496.236559139785,3429.6021505376343,cardiac muscle myoblast
7413.611464968153,8091.630573248408,fibroblast of cardiac tissue
3704.51968503937,5941.4094488188975,fibroblast of cardiac tissue
3240.0068027210887,6944.43537414966,fibroblast of cardiac tissue
7789.932692307692,8071.528846153846,fibroblast of cardiac tissue
7839.851351351352,5098.707207207207,pericyte
4488.315476190476,2074.809523809524,fibroblast of cardiac tissue
2684.1522842639592,4707.350253807107,neuronal receptor cell
3506.5797872340427,3664.872340425532,fibroblast of cardiac tissue
6084.262195121952,1535.9329268292684,fibroblast of cardiac tissue
6740.966216216216,8223.087837837838,fibroblast of cardiac tissue
6651.782407407408,2000.555555555556,cardiac muscle myoblast
5837.084656084656,2052.6507936507937,fibroblast of cardiac tissue
5681.958115183246,4536.549738219896,fibroblast of cardiac tissue
5274.84076433121,5981.414012738854,fibroblast of cardiac tissue
1517.592105263158,5139.105263157895,fibroblast of cardiac tissue
8075.981651376147,7216.532110091744,fibroblast of cardiac tissue
6661.5649717514125,2706.6666666666665,fibroblast of cardiac tissue
8486.367647058823,6796.2892156862745,fibroblast of cardiac tissue
2579.231638418079,3217.960451977401,cardiac muscle myoblast
7159.978947368421,5742.042105263158,fibroblast of cardiac tissue
7687.144186046512,6654.716279069768,fibroblast of cardiac tissue
3336.68,3013.396,cardiac muscle myoblast
3419.4777777777776,1953.888888888889,fibroblast of cardiac tissue
2006.1037735849056,3533.377358490566,fibroblast of cardiac tissue
2952.064,8315.032,fibroblast of cardiac tissue
2618.8024193548385,5126.495967741936,neuronal receptor cell
3132.7447916666665,2537.161458333333,fibroblast of cardiac tissue
2991.592833876221,3240.172638436482,fibroblast of cardiac tissue
1833.6589147286825,6268.263565891473,fibroblast of cardiac tissue
4390.414285714286,6564.766666666666,fibroblast of cardiac tissue
8113.183673469388,2023.9183673469388,fibroblast of cardiac tissue
6080.070588235294,5880.2,fibroblast of cardiac tissue
6150.884615384615,7741.865384615385,fibroblast of cardiac tissue
6635.252873563219,8081.574712643678,fibroblast of cardiac tissue
2175.686956521739,6680.252173913043,fibroblast of cardiac tissue
3340.189189189189,3158.5027027027027,cardiac muscle myoblast
5426.2206703910615,3118.603351955307,cardiac muscle myoblast
7181.411764705882,2351.327731092437,cardiac endothelial cell
1082.490909090909,4116.684090909091,fibroblast of cardiac tissue
4377.613545816733,7027.693227091633,fibroblast of cardiac tissue
5540.84008097166,5323.902834008097,fibroblast of cardiac tissue
6364.710382513661,7147.131147540984,fibroblast of cardiac tissue
1554.407894736842,3242.375,fibroblast of cardiac tissue
2045.6881720430108,7831.860215053764,cardiac muscle myoblast
5944.729508196721,3511.786885245901,fibroblast of cardiac tissue
8540.0,3791.4392523364486,immature innate lymphoid cell
7858.3,4310.01,fibroblast of cardiac tissue
4424.301204819277,4679.457831325301,fibroblast of cardiac tissue
3208.0530973451328,3566.3008849557523,cardiac endothelial cell
6061.623287671233,5547.917808219178,fibroblast of cardiac tissue
8149.95,7542.385714285714,immature innate lymphoid cell
1721.3096774193548,2942.716129032258,cardiac muscle myoblast
4186.963190184049,7364.656441717791,fibroblast of cardiac tissue
8491.44864864865,5754.594594594595,fibroblast of cardiac tissue
7983.142857142857,5835.721804511279,fibroblast of cardiac tissue
1437.648148148148,3437.061728395062,cardiac endothelial cell
2510.544776119403,6017.70895522388,fibroblast of cardiac tissue
2652.3064516129034,6357.677419354839,cardiac endothelial cell
7845.990740740741,7046.333333333333,fibroblast of cardiac tissue
6972.032608695652,3002.3478260869565,fibroblast of cardiac tissue
3272.525974025974,3797.415584415584,fibroblast of cardiac tissue
4615.477876106194,3509.101769911505,immature innate lymphoid cell
2627.608974358974,7723.891025641025,cardiac muscle myoblast
5966.2962962962965,2869.074074074074,fibroblast of cardiac tissue
4128.887147335423,5419.225705329153,fibroblast of cardiac tissue
7684.938461538461,3749.4,cardiac muscle myoblast
7876.070707070707,2727.282828282828,fibroblast of cardiac tissue
1028.088888888889,6039.614814814815,cardiac endothelial cell
4420.077142857143,3193.428571428572,fibroblast of cardiac tissue
1591.0431034482758,5762.698275862069,fibroblast of cardiac tissue
6376.072874493927,5800.48987854251,fibroblast of cardiac tissue
1145.7878787878788,5550.886363636364,smooth muscle myoblast
2177.4356435643563,7816.40594059406,cardiac muscle myoblast
6559.923566878981,1866.4458598726117,fibroblast of cardiac tissue
6838.125748502994,6151.431137724551,fibroblast of cardiac tissue
3296.10843373494,5242.28313253012,fibroblast of cardiac tissue
3719.990909090909,5241.563636363637,fibroblast of cardiac tissue
3580.784210526316,6247.894736842105,fibroblast of cardiac tissue
4819.513333333333,4997.613333333334,cardiac muscle myoblast
6072.506944444444,5697.069444444444,fibroblast of cardiac tissue
2900.1185185185186,2351.82962962963,cardiac muscle myoblast
5224.050279329609,8367.22346368715,fibroblast of cardiac tissue
5883.41605839416,5855.058394160584,fibroblast of cardiac tissue
3509.055555555556,6226.083333333333,fibroblast of cardiac tissue
2489.105633802817,5958.915492957746,fibroblast of cardiac tissue
6681.253393665158,1821.0950226244345,cardiac muscle myoblast
3460.970588235294,7330.547058823529,neuronal receptor cell
1560.0958904109589,3864.5799086757993,fibroblast of cardiac tissue
5149.493975903614,5442.656626506024,fibroblast of cardiac tissue
3049.76582278481,1463.4493670886077,cardiac muscle myoblast
6614.425770308123,1353.8375350140057,cardiac endothelial cell
7600.150442477876,8474.194690265487,fibroblast of cardiac tissue
4829.613793103448,973.7862068965516,cardiac endothelial cell
7443.656626506024,7014.891566265061,fibroblast of cardiac tissue
1298.9114391143912,4711.8154981549815,fibroblast of cardiac tissue
3872.202127659575,1483.287234042553,cardiac muscle myoblast
7911.174863387978,2659.9726775956283,fibroblast of cardiac tissue
8058.256198347108,8056.289256198347,fibroblast of cardiac tissue
2044.836363636364,5623.296969696969,fibroblast of cardiac tissue
7223.882075471698,6108.653301886792,fibroblast of cardiac tissue
4434.657142857143,1313.6857142857143,fibroblast of cardiac tissue
1945.773413897281,7303.95166163142,cardiac muscle myoblast
3606.082278481013,6526.398734177215,fibroblast of cardiac tissue
8404.401408450703,6930.69014084507,immature innate lymphoid cell
2008.324074074074,3936.3796296296296,cardiac muscle myoblast
5509.437158469946,5969.79781420765,immature innate lymphoid cell
2677.201492537313,3466.097014925373,fibroblast of cardiac tissue
2863.1348314606744,2921.258426966292,cardiac muscle myoblast
5939.251851851852,8241.25925925926,fibroblast of cardiac tissue
4382.330097087379,6537.368932038835,fibroblast of cardiac tissue
2552.1444444444446,7911.466666666666,cardiac muscle myoblast
5940.145695364238,6258.92715231788,fibroblast of cardiac tissue
3020.09009009009,5346.279279279279,fibroblast of cardiac tissue
2786.8293216630195,8033.676148796499,cardiac muscle myoblast
3746.112068965517,4744.1551724137935,immature innate lymphoid cell
6073.993006993007,6107.797202797203,fibroblast of cardiac tissue
8130.042424242424,2660.6666666666665,cardiac muscle myoblast
2766.36018957346,6331.004739336493,cardiac muscle myoblast
2908.539823008849,1854.3274336283189,immature innate lymphoid cell
943.7404580152672,6436.977099236641,fibroblast of cardiac tissue
5490.248366013072,7286.673202614379,fibroblast of cardiac tissue
3898.5229357798166,3529.9449541284403,fibroblast of cardiac tissue
3598.5813953488373,4723.686046511628,fibroblast of cardiac tissue
4158.072784810127,3849.1202531645567,cardiac muscle myoblast
5348.36507936508,3438.9603174603176,cardiac muscle myoblast
5630.207547169812,3034.1509433962265,fibroblast of cardiac tissue
6019.214765100671,1315.6778523489934,cardiac endothelial cell
8570.337931034483,3673.8,cardiac muscle myoblast
1614.9357798165138,3959.47247706422,fibroblast of cardiac tissue
1528.2167832167831,7606.44055944056,fibroblast of cardiac tissue
6394.203389830508,6764.101694915255,fibroblast of cardiac tissue
8468.022727272728,8004.886363636364,immature innate lymphoid cell
6366.239316239316,2313.837606837607,fibroblast of cardiac tissue
3622.929133858268,1892.4645669291335,fibroblast of cardiac tissue
4119.7908496732025,4393.725490196079,cardiac muscle myoblast
6386.292857142857,6704.828571428571,fibroblast of cardiac tissue
5574.5,2168.26,fibroblast of cardiac tissue
3659.936363636364,5153.963636363636,fibroblast of cardiac tissue
3269.2397260273974,6729.582191780822,fibroblast of cardiac tissue
7922.486486486487,7355.891891891892,fibroblast of cardiac tissue
3681.795180722892,6208.277108433735,fibroblast of cardiac tissue
7627.861788617886,1790.918699186992,cardiac muscle myoblast
5610.248062015504,5933.0,fibroblast of cardiac tissue
3371.573913043478,8294.84347826087,fibroblast of cardiac tissue
8183.246268656716,3344.9253731343283,cardiac muscle myoblast
6159.310344827586,4332.669950738917,cardiac endothelial cell
6117.718446601942,3549.0873786407765,cardiac muscle myoblast
4273.808510638298,2615.404255319149,fibroblast of cardiac tissue
2764.054298642534,6193.122171945702,cardiac muscle myoblast
4699.514423076923,1330.4182692307693,cardiac endothelial cell
7790.982300884956,2008.5442477876104,cardiac muscle myoblast
3638.6724137931033,6071.974137931034,immature innate lymphoid cell
3870.944,1748.44,fibroblast of cardiac tissue
5246.297029702971,8426.30693069307,fibroblast of cardiac tissue
6140.12,2383.55,cardiac muscle myoblast
7423.738562091503,6173.267973856209,fibroblast of cardiac tissue
7224.377777777778,2797.903703703704,fibroblast of cardiac tissue
2482.3492063492063,6120.261904761905,fibroblast of cardiac tissue
6517.926229508197,4684.516393442623,fibroblast of cardiac tissue
6294.0,7512.055555555556,fibroblast of cardiac tissue
7754.010869565217,6436.896739130435,fibroblast of cardiac tissue
3867.670212765957,7135.63829787234,smooth muscle myoblast
5016.182926829269,7650.823170731707,fibroblast of cardiac tissue
2173.6774193548385,7743.645161290323,cardiac muscle myoblast
4743.043956043956,8028.479853479854,fibroblast of cardiac tissue
6919.854430379747,5860.759493670887,fibroblast of cardiac tissue
3548.2597402597403,8415.787012987013,fibroblast of cardiac tissue
8530.932642487047,3497.2331606217617,cardiac muscle myoblast
4734.022900763359,6893.694656488549,native cell
3305.566929133858,5797.574803149606,fibroblast of cardiac tissue
4561.140625,1334.015625,cardiac muscle myoblast
5137.695238095238,3148.019047619048,fibroblast of cardiac tissue
7013.279069767442,6880.550387596899,fibroblast of cardiac tissue
5651.842857142857,3576.178571428572,fibroblast of cardiac tissue
8450.575,6130.791666666667,immature innate lymphoid cell
4755.792307692308,3944.3153846153846,fibroblast of cardiac tissue
5310.954397394137,3021.3485342019544,cardiac muscle myoblast
8047.333333333333,1839.2857142857144,cardiac muscle myoblast
2974.1652173913044,7520.591304347826,fibroblast of cardiac tissue
5318.244047619048,1574.452380952381,cardiac muscle myoblast
1922.094017094017,6322.363247863248,native cell
2739.6788321167883,3692.562043795621,fibroblast of cardiac tissue
7838.563829787234,5836.095744680851,fibroblast of cardiac tissue
8218.655462184874,5368.218487394958,fibroblast of cardiac tissue
3715.1980676328494,2519.932367149758,cardiac muscle myoblast
3526.2965517241378,2533.2275862068964,fibroblast of cardiac tissue
1468.089552238806,4406.0970149253735,fibroblast of cardiac tissue
1118.3111111111111,5593.55,fibroblast of cardiac tissue
3138.527777777778,1790.6222222222225,fibroblast of cardiac tissue
6975.06338028169,2482.478873239437,fibroblast of cardiac tissue
4947.2,8102.451428571429,fibroblast of cardiac tissue
3549.474747474748,3417.981818181818,cardiac muscle myoblast
5651.829268292683,1283.6747967479675,cardiac endothelial cell
5165.059113300493,7482.935960591133,fibroblast of cardiac tissue
1984.422857142857,3446.2457142857143,cardiac muscle myoblast
2402.0,4980.0,fibroblast of cardiac tissue
4949.517391304348,8425.808695652175,fibroblast of cardiac tissue
6249.45641025641,5262.133333333333,fibroblast of cardiac tissue
5510.351851851852,5856.365740740741,fibroblast of cardiac tissue
1935.8490566037733,4499.075471698113,fibroblast of cardiac tissue
7373.721649484536,3670.319587628866,fibroblast of cardiac tissue
7594.514018691589,6821.429906542056,fibroblast of cardiac tissue
3901.5928143712576,5737.550898203593,fibroblast of cardiac tissue
2718.347150259068,2373.3626943005183,cardiac muscle myoblast
4344.301435406698,3318.124401913876,fibroblast of cardiac tissue
5847.604166666667,2946.027777777778,cardiac endothelial cell
5114.093406593406,2984.538461538461,fibroblast of cardiac tissue
3756.089552238806,5592.171641791045,fibroblast of cardiac tissue
6580.59842519685,7312.858267716535,fibroblast of cardiac tissue
6604.04255319149,5118.0,fibroblast of cardiac tissue
4451.540983606557,5587.672131147541,fibroblast of cardiac tissue
7602.967741935484,4280.335483870967,fibroblast of cardiac tissue
3742.407692307692,7554.138461538461,smooth muscle myoblast
4857.940397350993,6674.483443708609,fibroblast of cardiac tissue
7650.639784946236,6068.526881720431,fibroblast of cardiac tissue
5961.768595041322,7259.780991735537,fibroblast of cardiac tissue
7930.714285714285,4018.2118226600983,cardiac muscle myoblast
5359.468619246862,2909.9037656903765,fibroblast of cardiac tissue
2292.2242990654204,2880.1822429906542,fibroblast of cardiac tissue
8502.01030927835,4170.19587628866,cardiac muscle myoblast
7660.290697674419,2387.5116279069766,fibroblast of cardiac tissue
2806.676300578035,7814.768786127168,fibroblast of cardiac tissue
1197.3837209302326,7410.209302325581,fibroblast of cardiac tissue
8031.455882352941,2098.9926470588234,cardiac muscle myoblast
7151.557471264367,2925.896551724138,fibroblast of cardiac tissue
8554.681818181818,6558.358585858586,fibroblast of cardiac tissue
2957.766304347826,6453.771739130435,cardiac muscle myoblast
5056.160621761658,4183.528497409327,fibroblast of cardiac tissue
3218.577889447236,7721.341708542714,cardiac muscle myoblast
5076.859649122807,5846.258771929824,fibroblast of cardiac tissue
8473.654411764706,6600.632352941177,smooth muscle myoblast
5514.694444444444,2266.3796296296296,fibroblast of cardiac tissue
3141.851851851852,5117.376543209876,fibroblast of cardiac tissue
3537.4933333333333,1773.0533333333333,cardiac muscle myoblast
1912.3191489361704,5576.035460992908,fibroblast of cardiac tissue
4137.950980392156,7912.323529411765,cardiac muscle myoblast
2724.875,3453.678571428572,fibroblast of cardiac tissue
1702.1162790697674,7387.31007751938,fibroblast of cardiac tissue
2883.45945945946,3870.045045045045,fibroblast of cardiac tissue
2406.190954773869,2758.532663316583,native cell
8563.70652173913,4295.75,cardiac muscle myoblast
5365.492537313433,6829.1592039801,fibroblast of cardiac tissue
8280.669642857143,7554.1875,immature innate lymphoid cell
4126.07299270073,5032.408759124088,fibroblast of cardiac tissue
3984.055555555556,6529.422222222222,fibroblast of cardiac tissue
5477.588235294118,7781.368983957219,fibroblast of cardiac tissue
2346.0569105691056,5449.869918699187,fibroblast of cardiac tissue
3771.811111111111,5836.955555555555,fibroblast of cardiac tissue
7840.435714285714,6245.557142857143,fibroblast of cardiac tissue
