x,y,diameter
2527.0,4563.0,77.28161776150627
2941.0,4559.0,77.28161776150627
1605.0,5582.0,77.28161776150627
2759.0,7415.0,77.28161776150627
3892.0,6870.0,77.28161776150627
2344.0,7299.0,77.28161776150627
4109.0,8057.0,77.28161776150627
1398.0,5584.0,77.28161776150627
7880.0,1662.0,77.28161776150627
7316.0,8088.0,77.28161776150627
7084.0,5236.0,77.28161776150627
4595.0,4426.0,77.28161776150627
3685.0,6871.0,77.28161776150627
4486.0,3892.0,77.28161776150627
4925.0,6742.0,77.28161776150627
4588.0,3713.0,77.28161776150627
6952.0,1968.0,77.28161776150627
6989.0,6129.0,77.28161776150627
3549.0,3127.0,77.28161776150627
6971.0,4108.0,77.28161776150627
6352.0,4351.0,77.28161776150627
8545.0,6650.0,77.28161776150627
5919.0,2096.0,77.28161776150627
7618.0,7074.0,77.28161776150627
7798.0,4100.0,77.28161776150627
6784.0,6368.0,77.28161776150627
6043.0,4413.0,77.28161776150627
4489.0,4130.0,77.28161776150627
6760.0,3634.0,77.28161776150627
1187.0,5110.0,77.28161776150627
3778.0,5622.0,77.28161776150627
4883.0,1986.0,77.28161776150627
3654.0,3305.0,77.28161776150627
5189.0,1448.0,77.28161776150627
3369.0,6220.0,77.28161776150627
3986.0,5739.0,77.28161776150627
7412.0,7195.0,77.28161776150627
3548.0,3008.0,77.28161776150627
7099.0,6901.0,77.28161776150627
7009.0,8388.0,77.28161776150627
3450.0,3663.0,77.28161776150627
5409.0,2992.0,77.28161776150627
886.0,6123.0,77.28161776150627
2847.0,5690.0,77.28161776150627
4304.0,6628.0,77.28161776150627
5508.0,2456.0,77.28161776150627
4939.0,8287.0,77.28161776150627
5134.0,6977.0,77.28161776150627
7294.0,5591.0,77.28161776150627
3798.0,7881.0,77.28161776150627
5403.0,2279.0,77.28161776150627
5961.0,6851.0,77.28161776150627
8024.0,6239.0,77.28161776150627
6243.0,3698.0,77.28161776150627
6758.0,3396.0,77.28161776150627
2714.0,2302.0,77.28161776150627
5647.0,6438.0,77.28161776150627
7678.0,2140.0,77.28161776150627
1392.0,4870.0,77.28161776150627
7903.0,4278.0,77.28161776150627
4615.0,6685.0,77.28161776150627
6265.0,6195.0,77.28161776150627
1387.0,4276.0,77.28161776150627
3276.0,7351.0,77.28161776150627
7817.0,6240.0,77.28161776150627
8508.0,2489.0,77.28161776150627
6261.0,5719.0,77.28161776150627
5826.0,3345.0,77.28161776150627
6773.0,5061.0,77.28161776150627
3489.0,8062.0,77.28161776150627
1712.0,5997.0,77.28161776150627
5664.0,8340.0,77.28161776150627
5918.0,1977.0,77.28161776150627
3646.0,2472.0,77.28161776150627
4619.0,7160.0,77.28161776150627
8026.0,6476.0,77.28161776150627
6441.0,2626.0,77.28161776150627
2227.0,5695.0,77.28161776150627
4899.0,3769.0,77.28161776150627
5191.0,1686.0,77.28161776150627
1703.0,4927.0,77.28161776150627
8193.0,1957.0,77.28161776150627
7793.0,3506.0,77.28161776150627
6277.0,7502.0,77.28161776150627
3538.0,1938.0,77.28161776150627
4832.0,7872.0,77.28161776150627
4168.0,3003.0,77.28161776150627
6174.0,7563.0,77.28161776150627
5856.0,6674.0,77.28161776150627
5417.0,3824.0,77.28161776150627
3261.0,5686.0,77.28161776150627
2447.0,7239.0,77.28161776150627
3237.0,2952.0,77.28161776150627
3440.0,2474.0,77.28161776150627
3462.0,4971.0,77.28161776150627
2821.0,2718.0,77.28161776150627
4001.0,7523.0,77.28161776150627
2854.0,6403.0,77.28161776150627
7625.0,7907.0,77.28161776150627
6581.0,6846.0,77.28161776150627
7717.0,6539.0,77.28161776150627
7884.0,2019.0,77.28161776150627
5018.0,5492.0,77.28161776150627
6871.0,4525.0,77.28161776150627
7007.0,8150.0,77.28161776150627
6149.0,4709.0,77.28161776150627
3238.0,3071.0,77.28161776150627
7418.0,7909.0,77.28161776150627
7703.0,4993.0,77.28161776150627
7693.0,3923.0,77.28161776150627
5942.0,4711.0,77.28161776150627
5518.0,3526.0,77.28161776150627
7473.0,2379.0,77.28161776150627
7832.0,7905.0,77.28161776150627
2204.0,3080.0,77.28161776150627
2009.0,4508.0,77.28161776150627
7518.0,7491.0,77.28161776150627
5663.0,8221.0,77.28161776150627
7372.0,2677.0,77.28161776150627
6035.0,3581.0,77.28161776150627
5414.0,3467.0,77.28161776150627
4179.0,4192.0,77.28161776150627
3166.0,6698.0,77.28161776150627
3996.0,6928.0,77.28161776150627
4733.0,8408.0,77.28161776150627
5936.0,3998.0,77.28161776150627
3887.0,6275.0,77.28161776150627
7171.0,3274.0,77.28161776150627
5418.0,3943.0,77.28161776150627
5240.0,7274.0,77.28161776150627
4614.0,6566.0,77.28161776150627
1081.0,4814.0,77.28161776150627
6786.0,6606.0,77.28161776150627
6131.0,2688.0,77.28161776150627
4108.0,7938.0,77.28161776150627
3760.0,3601.0,77.28161776150627
5290.0,1150.0,77.28161776150627
3360.0,5150.0,77.28161776150627
5411.0,3111.0,77.28161776150627
2321.0,4684.0,77.28161776150627
7104.0,7495.0,77.28161776150627
8422.0,4452.0,77.28161776150627
4052.0,1518.0,77.28161776150627
3363.0,5507.0,77.28161776150627
2851.0,6165.0,77.28161776150627
2456.0,8190.0,77.28161776150627
7621.0,7431.0,77.28161776150627
3470.0,5922.0,77.28161776150627
5089.0,1865.0,77.28161776150627
4076.0,4252.0,77.28161776150627
1593.0,4274.0,77.28161776150627
3662.0,4256.0,77.28161776150627
6848.0,1909.0,77.28161776150627
2656.0,7475.0,77.28161776150627
6260.0,5600.0,77.28161776150627
6949.0,1611.0,77.28161776150627
6273.0,7027.0,77.28161776150627
1601.0,5106.0,77.28161776150627
1911.0,5044.0,77.28161776150627
6957.0,2562.0,77.28161776150627
1899.0,3736.0,77.28161776150627
7994.0,2791.0,77.28161776150627
6343.0,3281.0,77.28161776150627
6161.0,6136.0,77.28161776150627
4837.0,8466.0,77.28161776150627
5657.0,7627.0,77.28161776150627
7005.0,7912.0,77.28161776150627
3046.0,4737.0,77.28161776150627
4210.0,7758.0,77.28161776150627
6566.0,5062.0,77.28161776150627
5197.0,2399.0,77.28161776150627
5218.0,4777.0,77.28161776150627
5128.0,6264.0,77.28161776150627
5519.0,3645.0,77.28161776150627
1798.0,4034.0,77.28161776150627
1282.0,4098.0,77.28161776150627
4989.0,2282.0,77.28161776150627
1727.0,7662.0,77.28161776150627
6150.0,4828.0,77.28161776150627
8443.0,6829.0,77.28161776150627
8405.0,2549.0,77.28161776150627
1182.0,4515.0,77.28161776150627
2918.0,1944.0,77.28161776150627
7579.0,2676.0,77.28161776150627
6363.0,5540.0,77.28161776150627
2639.0,5573.0,77.28161776150627
8091.0,2136.0,77.28161776150627
6658.0,3813.0,77.28161776150627
1588.0,3680.0,77.28161776150627
3981.0,5264.0,77.28161776150627
5091.0,2103.0,77.28161776150627
3222.0,1287.0,77.28161776150627
5832.0,3939.0,77.28161776150627
4835.0,8229.0,77.28161776150627
1283.0,4217.0,77.28161776150627
1188.0,5229.0,77.28161776150627
5822.0,2869.0,77.28161776150627
4808.0,5137.0,77.28161776150627
5451.0,7748.0,77.28161776150627
5229.0,5966.0,77.28161776150627
3965.0,3361.0,77.28161776150627
3479.0,6992.0,77.28161776150627
4714.0,6268.0,77.28161776150627
7060.0,2502.0,77.28161776150627
7201.0,6721.0,77.28161776150627
8025.0,6357.0,77.28161776150627
6768.0,4585.0,77.28161776150627
4785.0,2522.0,77.28161776150627
5226.0,5609.0,77.28161776150627
8453.0,7899.0,77.28161776150627
6878.0,5238.0,77.28161776150627
2137.0,7301.0,77.28161776150627
6678.0,6072.0,77.28161776150627
7992.0,2553.0,77.28161776150627
5827.0,3464.0,77.28161776150627
3018.0,1646.0,77.28161776150627
2217.0,4625.0,77.28161776150627
1485.0,3740.0,77.28161776150627
1810.0,5342.0,77.28161776150627
6797.0,7795.0,77.28161776150627
7181.0,4463.0,77.28161776150627
3768.0,4552.0,77.28161776150627
8209.0,3740.0,77.28161776150627
6429.0,1318.0,77.28161776150627
4582.0,2999.0,77.28161776150627
6140.0,3758.0,77.28161776150627
5402.0,2160.0,77.28161776150627
8544.0,6531.0,77.28161776150627
5613.0,2633.0,77.28161776150627
7001.0,7556.0,77.28161776150627
7420.0,8146.0,77.28161776150627
7196.0,6127.0,77.28161776150627
1390.0,4633.0,77.28161776150627
6063.0,6672.0,77.28161776150627
4201.0,6688.0,77.28161776150627
5088.0,1746.0,77.28161776150627
7910.0,4991.0,77.28161776150627
6539.0,2090.0,77.28161776150627
4365.0,1812.0,77.28161776150627
7622.0,7550.0,77.28161776150627
5655.0,7389.0,77.28161776150627
872.0,4578.0,77.28161776150627
4204.0,7045.0,77.28161776150627
8202.0,2908.0,77.28161776150627
7509.0,6421.0,77.28161776150627
1716.0,6473.0,77.28161776150627
1795.0,3678.0,77.28161776150627
6069.0,7385.0,77.28161776150627
6796.0,7676.0,77.28161776150627
3748.0,2293.0,77.28161776150627
3140.0,3725.0,77.28161776150627
4319.0,8411.0,77.28161776150627
3459.0,4733.0,77.28161776150627
4577.0,2405.0,77.28161776150627
4711.0,5911.0,77.28161776150627
1904.0,4331.0,77.28161776150627
7398.0,5650.0,77.28161776150627
3435.0,1999.0,77.28161776150627
6645.0,2387.0,77.28161776150627
4288.0,4845.0,77.28161776150627
2627.0,4146.0,77.28161776150627
8300.0,2372.0,77.28161776150627
1180.0,4278.0,77.28161776150627
5317.0,4241.0,77.28161776150627
5944.0,4949.0,77.28161776150627
5131.0,6621.0,77.28161776150627
4391.0,4784.0,77.28161776150627
3904.0,8177.0,77.28161776150627
3750.0,2531.0,77.28161776150627
4934.0,7693.0,77.28161776150627
1174.0,3683.0,77.28161776150627
8404.0,2430.0,77.28161776150627
7177.0,3987.0,77.28161776150627
2712.0,2065.0,77.28161776150627
6761.0,3753.0,77.28161776150627
6254.0,4887.0,77.28161776150627
6360.0,5183.0,77.28161776150627
5935.0,3879.0,77.28161776150627
1408.0,6654.0,77.28161776150627
7210.0,7791.0,77.28161776150627
5755.0,6972.0,77.28161776150627
3327.0,1465.0,77.28161776150627
2453.0,7952.0,77.28161776150627
8200.0,2670.0,77.28161776150627
8244.0,7663.0,77.28161776150627
1906.0,4569.0,77.28161776150627
8130.0,6535.0,77.28161776150627
4285.0,4488.0,77.28161776150627
8109.0,4157.0,77.28161776150627
5097.0,2697.0,77.28161776150627
874.0,4815.0,77.28161776150627
7939.0,8320.0,77.28161776150627
5455.0,8104.0,77.28161776150627
6283.0,8216.0,77.28161776150627
2632.0,4740.0,77.28161776150627
1073.0,3863.0,77.28161776150627
5111.0,4362.0,77.28161776150627
4920.0,6147.0,77.28161776150627
2865.0,7711.0,77.28161776150627
8541.0,6175.0,77.28161776150627
1706.0,5284.0,77.28161776150627
4261.0,1754.0,77.28161776150627
7090.0,5831.0,77.28161776150627
7580.0,2794.0,77.28161776150627
2319.0,4446.0,77.28161776150627
8225.0,5523.0,77.28161776150627
7414.0,7433.0,77.28161776150627
3471.0,6041.0,77.28161776150627
8546.0,6769.0,77.28161776150627
7083.0,5117.0,77.28161776150627
6024.0,2273.0,77.28161776150627
4780.0,2046.0,77.28161776150627
6329.0,1735.0,77.28161776150627
7515.0,7135.0,77.28161776150627
2316.0,4089.0,77.28161776150627
6988.0,6010.0,77.28161776150627
1613.0,6533.0,77.28161776150627
7068.0,3334.0,77.28161776150627
3456.0,4377.0,77.28161776150627
1815.0,5937.0,77.28161776150627
7828.0,7429.0,77.28161776150627
7408.0,6720.0,77.28161776150627
5759.0,7448.0,77.28161776150627
4162.0,2290.0,77.28161776150627
6766.0,4347.0,77.28161776150627
5835.0,4296.0,77.28161776150627
8100.0,3087.0,77.28161776150627
2763.0,7890.0,77.28161776150627
7779.0,1841.0,77.28161776150627
5963.0,7089.0,77.28161776150627
4589.0,3831.0,77.28161776150627
3699.0,8417.0,77.28161776150627
5210.0,3826.0,77.28161776150627
1690.0,3500.0,77.28161776150627
7993.0,2672.0,77.28161776150627
4564.0,978.0,77.28161776150627
4594.0,4307.0,77.28161776150627
6754.0,2921.0,77.28161776150627
5725.0,3524.0,77.28161776150627
1278.0,3742.0,77.28161776150627
7924.0,6656.0,77.28161776150627
2525.0,4325.0,77.28161776150627
4671.0,1393.0,77.28161776150627
6384.0,7918.0,77.28161776150627
8430.0,5284.0,77.28161776150627
3969.0,3837.0,77.28161776150627
3679.0,6158.0,77.28161776150627
1922.0,6352.0,77.28161776150627
4291.0,5201.0,77.28161776150627
3976.0,4669.0,77.28161776150627
2235.0,6646.0,77.28161776150627
1186.0,4991.0,77.28161776150627
1995.0,2844.0,77.28161776150627
6865.0,3811.0,77.28161776150627
2338.0,6586.0,77.28161776150627
4583.0,3118.0,77.28161776150627
890.0,6599.0,77.28161776150627
4810.0,5375.0,77.28161776150627
5617.0,3109.0,77.28161776150627
6139.0,3639.0,77.28161776150627
6801.0,8271.0,77.28161776150627
7172.0,3393.0,77.28161776150627
3660.0,4018.0,77.28161776150627
5213.0,4183.0,77.28161776150627
1291.0,5168.0,77.28161776150627
8042.0,8260.0,77.28161776150627
3881.0,5562.0,77.28161776150627
5453.0,7866.0,77.28161776150627
6229.0,2034.0,77.28161776150627
4161.0,2171.0,77.28161776150627
8556.0,7839.0,77.28161776150627
3770.0,4790.0,77.28161776150627
4935.0,7812.0,77.28161776150627
7209.0,7673.0,77.28161776150627
6328.0,1616.0,77.28161776150627
7211.0,7910.0,77.28161776150627
3661.0,4137.0,77.28161776150627
8510.0,2727.0,77.28161776150627
4791.0,3235.0,77.28161776150627
6278.0,7621.0,77.28161776150627
5228.0,5847.0,77.28161776150627
7486.0,3806.0,77.28161776150627
5857.0,6793.0,77.28161776150627
4728.0,7813.0,77.28161776150627
4165.0,2646.0,77.28161776150627
2653.0,7118.0,77.28161776150627
3176.0,7768.0,77.28161776150627
1606.0,5701.0,77.28161776150627
6177.0,7919.0,77.28161776150627
3168.0,6816.0,77.28161776150627
5941.0,4592.0,77.28161776150627
3567.0,5148.0,77.28161776150627
6124.0,1856.0,77.28161776150627
5139.0,7453.0,77.28161776150627
5924.0,2690.0,77.28161776150627
6371.0,6491.0,77.28161776150627
3779.0,5741.0,77.28161776150627
7399.0,5768.0,77.28161776150627
7922.0,6418.0,77.28161776150627
3550.0,3246.0,77.28161776150627
6888.0,6427.0,77.28161776150627
5035.0,7395.0,77.28161776150627
3896.0,7345.0,77.28161776150627
6847.0,1790.0,77.28161776150627
2528.0,4682.0,77.28161776150627
3374.0,6815.0,77.28161776150627
1933.0,7541.0,77.28161776150627
6129.0,2451.0,77.28161776150627
1190.0,5467.0,77.28161776150627
5816.0,2156.0,77.28161776150627
3739.0,1223.0,77.28161776150627
4193.0,5856.0,77.28161776150627
7469.0,1904.0,77.28161776150627
5024.0,6206.0,77.28161776150627
2440.0,6407.0,77.28161776150627
5622.0,3585.0,77.28161776150627
7489.0,4163.0,77.28161776150627
3028.0,2716.0,77.28161776150627
3867.0,4016.0,77.28161776150627
3050.0,5212.0,77.28161776150627
2303.0,2663.0,77.28161776150627
4368.0,2169.0,77.28161776150627
6893.0,7021.0,77.28161776150627
5868.0,8101.0,77.28161776150627
4602.0,5258.0,77.28161776150627
6382.0,7680.0,77.28161776150627
7075.0,4166.0,77.28161776150627
5099.0,2935.0,77.28161776150627
6688.0,7261.0,77.28161776150627
7927.0,6893.0,77.28161776150627
3665.0,4612.0,77.28161776150627
4413.0,7281.0,77.28161776150627
6346.0,3638.0,77.28161776150627
4095.0,6392.0,77.28161776150627
7491.0,4400.0,77.28161776150627
6669.0,5002.0,77.28161776150627
8517.0,3440.0,77.28161776150627
6132.0,2807.0,77.28161776150627
6379.0,7323.0,77.28161776150627
3155.0,5390.0,77.28161776150627
7782.0,2198.0,77.28161776150627
7496.0,4995.0,77.28161776150627
7376.0,3153.0,77.28161776150627
3243.0,3665.0,77.28161776150627
8216.0,4572.0,77.28161776150627
5237.0,6917.0,77.28161776150627
7912.0,5229.0,77.28161776150627
8399.0,1836.0,77.28161776150627
7513.0,6897.0,77.28161776150627
7190.0,5533.0,77.28161776150627
2424.0,4623.0,77.28161776150627
7822.0,6716.0,77.28161776150627
5084.0,1271.0,77.28161776150627
2611.0,2363.0,77.28161776150627
6741.0,1494.0,77.28161776150627
4732.0,8289.0,77.28161776150627
6067.0,7148.0,77.28161776150627
6071.0,7623.0,77.28161776150627
3071.0,7590.0,77.28161776150627
6162.0,6255.0,77.28161776150627
2634.0,4978.0,77.28161776150627
3464.0,5209.0,77.28161776150627
7929.0,7131.0,77.28161776150627
7470.0,2023.0,77.28161776150627
6774.0,5180.0,77.28161776150627
3341.0,3010.0,77.28161776150627
4980.0,1212.0,77.28161776150627
7287.0,4759.0,77.28161776150627
6072.0,7742.0,77.28161776150627
2232.0,6290.0,77.28161776150627
7699.0,4517.0,77.28161776150627
1508.0,6356.0,77.28161776150627
5524.0,4239.0,77.28161776150627
7199.0,6484.0,77.28161776150627
7481.0,3330.0,77.28161776150627
3027.0,2597.0,77.28161776150627
2523.0,4088.0,77.28161776150627
6745.0,1969.0,77.28161776150627
6240.0,3341.0,77.28161776150627
4797.0,3949.0,77.28161776150627
2722.0,3253.0,77.28161776150627
4884.0,2105.0,77.28161776150627
5124.0,5789.0,77.28161776150627
2931.0,3489.0,77.28161776150627
6477.0,6787.0,77.28161776150627
1399.0,5703.0,77.28161776150627
7888.0,2494.0,77.28161776150627
8349.0,7841.0,77.28161776150627
5135.0,7096.0,77.28161776150627
7182.0,4581.0,77.28161776150627
5310.0,3409.0,77.28161776150627
2542.0,6228.0,77.28161776150627
5331.0,5787.0,77.28161776150627
2717.0,2659.0,77.28161776150627
3325.0,1227.0,77.28161776150627
6234.0,2628.0,77.28161776150627
6355.0,4589.0,77.28161776150627
5614.0,2752.0,77.28161776150627
8201.0,2789.0,77.28161776150627
5863.0,7506.0,77.28161776150627
3947.0,1340.0,77.28161776150627
990.0,6182.0,77.28161776150627
6742.0,1613.0,77.28161776150627
3551.0,3365.0,77.28161776150627
6984.0,5534.0,77.28161776150627
5923.0,2571.0,77.28161776150627
3783.0,6217.0,77.28161776150627
1830.0,7601.0,77.28161776150627
2429.0,5218.0,77.28161776150627
5548.0,6974.0,77.28161776150627
8327.0,5344.0,77.28161776150627
7273.0,3213.0,77.28161776150627
7000.0,7437.0,77.28161776150627
3580.0,6694.0,77.28161776150627
6056.0,5959.0,77.28161776150627
3380.0,7409.0,77.28161776150627
2205.0,3199.0,77.28161776150627
1296.0,5763.0,77.28161776150627
4573.0,1929.0,77.28161776150627
6568.0,5300.0,77.28161776150627
3847.0,1757.0,77.28161776150627
1695.0,4095.0,77.28161776150627
5447.0,7272.0,77.28161776150627
2641.0,5810.0,77.28161776150627
4493.0,4605.0,77.28161776150627
7919.0,6061.0,77.28161776150627
4683.0,2701.0,77.28161776150627
7613.0,6480.0,77.28161776150627
4375.0,3001.0,77.28161776150627
3900.0,7821.0,77.28161776150627
8020.0,5763.0,77.28161776150627
3964.0,3242.0,77.28161776150627
4287.0,4726.0,77.28161776150627
2230.0,6052.0,77.28161776150627
2108.0,3972.0,77.28161776150627
7405.0,6363.0,77.28161776150627
4511.0,6626.0,77.28161776150627
4470.0,1990.0,77.28161776150627
4772.0,1095.0,77.28161776150627
5654.0,7270.0,77.28161776150627
3541.0,2295.0,77.28161776150627
8092.0,2255.0,77.28161776150627
7497.0,5114.0,77.28161776150627
4725.0,7457.0,77.28161776150627
5294.0,1626.0,77.28161776150627
7729.0,7965.0,77.28161776150627
3143.0,4082.0,77.28161776150627
5112.0,4481.0,77.28161776150627
8194.0,2076.0,77.28161776150627
8515.0,3202.0,77.28161776150627
2530.0,4920.0,77.28161776150627
8039.0,7903.0,77.28161776150627
8210.0,3859.0,77.28161776150627
3849.0,1995.0,77.28161776150627
4521.0,7815.0,77.28161776150627
3451.0,3782.0,77.28161776150627
1481.0,3264.0,77.28161776150627
6653.0,3219.0,77.28161776150627
8115.0,4752.0,77.28161776150627
1076.0,4219.0,77.28161776150627
2510.0,2661.0,77.28161776150627
2225.0,5457.0,77.28161776150627
3475.0,6517.0,77.28161776150627
7501.0,5589.0,77.28161776150627
6892.0,6903.0,77.28161776150627
6879.0,5357.0,77.28161776150627
7818.0,6359.0,77.28161776150627
5123.0,5670.0,77.28161776150627
5824.0,3107.0,77.28161776150627
6544.0,2566.0,77.28161776150627
2547.0,6822.0,77.28161776150627
5198.0,2518.0,77.28161776150627
2616.0,2957.0,77.28161776150627
8043.0,8379.0,77.28161776150627
4790.0,3116.0,77.28161776150627
3472.0,6160.0,77.28161776150627
5756.0,7091.0,77.28161776150627
4985.0,1807.0,77.28161776150627
7587.0,3627.0,77.28161776150627
6755.0,3040.0,77.28161776150627
6167.0,6731.0,77.28161776150627
3848.0,1876.0,77.28161776150627
6476.0,6668.0,77.28161776150627
2758.0,7296.0,77.28161776150627
3354.0,4556.0,77.28161776150627
7796.0,3863.0,77.28161776150627
5404.0,2397.0,77.28161776150627
3015.0,1289.0,77.28161776150627
5430.0,5370.0,77.28161776150627
7719.0,6776.0,77.28161776150627
4481.0,3297.0,77.28161776150627
3852.0,2352.0,77.28161776150627
1688.0,3263.0,77.28161776150627
7780.0,1960.0,77.28161776150627
6963.0,3157.0,77.28161776150627
5535.0,5547.0,77.28161776150627
4274.0,3299.0,77.28161776150627
6235.0,2747.0,77.28161776150627
5643.0,5962.0,77.28161776150627
7168.0,3036.0,77.28161776150627
5101.0,3173.0,77.28161776150627
8408.0,2787.0,77.28161776150627
3340.0,2891.0,77.28161776150627
7274.0,3332.0,77.28161776150627
5038.0,7751.0,77.28161776150627
5763.0,7923.0,77.28161776150627
4523.0,8053.0,77.28161776150627
2615.0,2838.0,77.28161776150627
2349.0,7894.0,77.28161776150627
3067.0,7115.0,77.28161776150627
5021.0,5849.0,77.28161776150627
2520.0,3731.0,77.28161776150627
6169.0,6968.0,77.28161776150627
3385.0,8004.0,77.28161776150627
3589.0,7645.0,77.28161776150627
2411.0,3197.0,77.28161776150627
1075.0,4100.0,77.28161776150627
2971.0,8007.0,77.28161776150627
3983.0,5501.0,77.28161776150627
5320.0,4598.0,77.28161776150627
2241.0,7360.0,77.28161776150627
7597.0,4697.0,77.28161776150627
8142.0,7843.0,77.28161776150627
2552.0,7416.0,77.28161776150627
7885.0,2138.0,77.28161776150627
3429.0,1285.0,77.28161776150627
2115.0,4804.0,77.28161776150627
6867.0,4049.0,77.28161776150627
5818.0,2394.0,77.28161776150627
5752.0,6615.0,77.28161776150627
1193.0,5823.0,77.28161776150627
5736.0,4832.0,77.28161776150627
6746.0,2088.0,77.28161776150627
4397.0,5498.0,77.28161776150627
1379.0,3444.0,77.28161776150627
4822.0,6802.0,77.28161776150627
4484.0,3654.0,77.28161776150627
3453.0,4020.0,77.28161776150627
6041.0,4175.0,77.28161776150627
3645.0,2354.0,77.28161776150627
4574.0,2048.0,77.28161776150627
5637.0,5368.0,77.28161776150627
2553.0,7535.0,77.28161776150627
5735.0,4713.0,77.28161776150627
2753.0,6701.0,77.28161776150627
7176.0,3868.0,77.28161776150627
7493.0,4638.0,77.28161776150627
6661.0,4170.0,77.28161776150627
4512.0,6745.0,77.28161776150627
1289.0,4931.0,77.28161776150627
1809.0,5223.0,77.28161776150627
981.0,5231.0,77.28161776150627
6872.0,4644.0,77.28161776150627
4669.0,1156.0,77.28161776150627
994.0,6657.0,77.28161776150627
5003.0,3828.0,77.28161776150627
6687.0,7142.0,77.28161776150627
3139.0,3606.0,77.28161776150627
